x,y,LOCAL_YEAR,COOLING_DEGREE_DAYS,TOTAL_RAIN,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,HEATING_DEGREE_DAYS,MAX_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,LOCAL_MONTH,MIN_TEMPERATURE,SPEED_MAX_GUST_FLAG,ID,SNOW_ON_GROUND_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST,LOCAL_DATE,MIN_TEMPERATURE_FLAG,LOCAL_DAY,DIRECTION_MAX_GUST,MIN_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG,MEAN_TEMPERATURE,STATION_NAME,SNOW_ON_GROUND,HEATING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_SNOW_FLAG,TOTAL_RAIN_FLAG,MAX_TEMPERATURE,PROVINCE_CODE,MAX_REL_HUMIDITY
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.1,,0.0,,,,2017-01-01,,1,,,,,TORONTO,7.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,1.4,,0.0,,,6158350,1,,,6158350.2017.1.2,,1.4,,,,2017-01-02,,2,,,,,TORONTO,6.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,10.2,,0.0,,,6158350,1,,,6158350.2017.1.3,,10.2,,,,2017-01-03,,3,,,,,TORONTO,5.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.4,,0.0,T,,,2017-01-04,,4,,,,,TORONTO,3.0,,,,T,T,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.5,,0.0,,,,2017-01-05,,5,,,,,TORONTO,1.0,,,,T,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.6,T,0.0,,,,2017-01-06,,6,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.7,T,0.0,,,,2017-01-07,,7,,,,,TORONTO,0.0,,,,T,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.8,,0.0,,,,2017-01-08,,8,,,,,TORONTO,0.0,,,,T,,,ON,
-79.4,43.66666666666666,2017,,0.0,,3.0,,,6158350,1,,,6158350.2017.1.9,,1.8,,,,2017-01-09,,9,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,16.3,,1.0,,,6158350,1,,,6158350.2017.1.10,,17.3,,,,2017-01-10,,10,,,,,TORONTO,3.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,17.8,,0.0,,,6158350,1,,,6158350.2017.1.11,,17.8,,,,2017-01-11,,11,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,1.4,,0.0,,,6158350,1,,,6158350.2017.1.12,,1.4,,,,2017-01-12,,12,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.13,T,0.0,,,,2017-01-13,,13,,,,,TORONTO,0.0,,,,T,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.14,T,0.0,,,,2017-01-14,,14,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.15,T,0.0,,,,2017-01-15,,15,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,3.4,,0.0,,,6158350,1,,,6158350.2017.1.16,T,3.4,,,,2017-01-16,,16,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,7.2,,0.0,,,6158350,1,,,6158350.2017.1.17,T,7.2,,,,2017-01-17,,17,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.18,T,0.0,,,,2017-01-18,,18,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.19,,0.0,,,,2017-01-19,,19,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.2,,0.0,,,6158350,1,,,6158350.2017.1.20,,0.2,,,,2017-01-20,,20,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.21,,0.0,,,,2017-01-21,,21,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.22,,0.0,,,,2017-01-22,,22,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.23,,0.0,,,,2017-01-23,,23,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.6,,0.0,,,6158350,1,,,6158350.2017.1.24,,0.6,,,,2017-01-24,,24,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,2.2,,0.0,,,6158350,1,,,6158350.2017.1.25,,2.2,,,,2017-01-25,,25,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.26,,0.0,,,,2017-01-26,,26,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.27,,0.0,,,,2017-01-27,,27,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.6,,,6158350,1,,,6158350.2017.1.28,,0.6,,,,2017-01-28,,28,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.29,T,0.0,,,,2017-01-29,,29,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.30,,0.0,,,,2017-01-30,,30,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,1,,,6158350.2017.1.31,,0.4,,,,2017-01-31,,31,,,,,TORONTO,0.0,,,,T,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.1,T,0.0,,,,2017-02-01,,1,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.2,,0.0,,,,2017-02-02,,2,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.3,,0.0,,,,2017-02-03,,3,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.4,,0.0,,,,2017-02-04,,4,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.8,,,6158350,2,,,6158350.2017.2.5,,0.8,,,,2017-02-05,,5,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.6,T,0.0,,,,2017-02-06,,6,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,15.4,,0.0,,,6158350,2,,,6158350.2017.2.7,T,15.4,,,,2017-02-07,,7,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.8,,0.0,,,,2017-02-08,,8,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.9,T,0.0,,,,2017-02-09,,9,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,6.0,,,6158350,2,,,6158350.2017.2.10,T,5.0,,,,2017-02-10,,10,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,9.6,,,6158350,2,,,6158350.2017.2.11,,9.8,,,,2017-02-11,,11,,,,,TORONTO,7.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,7.2,,,6158350,2,,,6158350.2017.2.12,,6.8,,,,2017-02-12,,12,,,,,TORONTO,12.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.13,,0.0,,,,2017-02-13,,13,,,,,TORONTO,15.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.14,,0.0,,,,2017-02-14,,14,,,,,TORONTO,10.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.15,,0.0,,,,2017-02-15,,15,,,,,TORONTO,4.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.16,T,0.0,,,,2017-02-16,,16,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.17,,0.0,,,,2017-02-17,,17,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.18,,0.0,,,,2017-02-18,,18,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.19,,0.0,,,,2017-02-19,,19,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.20,,0.0,,,,2017-02-20,,20,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,1.4,,0.0,,,6158350,2,,,6158350.2017.2.21,,1.4,,,,2017-02-21,,21,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.22,,0.0,,,,2017-02-22,,22,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,2.0,,0.0,,,6158350,2,,,6158350.2017.2.23,,2.0,,,,2017-02-23,,23,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,16.6,,0.0,,,6158350,2,,,6158350.2017.2.24,,16.6,,,,2017-02-24,,24,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.25,,0.0,,,,2017-02-25,,25,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,2,,,6158350.2017.2.26,,0.0,,,,2017-02-26,,26,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,3.2,,0.0,,,6158350,2,,,6158350.2017.2.27,,3.2,,,,2017-02-27,,27,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,15.2,,0.0,,,6158350,2,,,6158350.2017.2.28,,15.2,,,,2017-02-28,,28,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,4.6,,0.0,,,6158350,3,,,6158350.2017.3.1,,4.6,,,,2017-03-01,,1,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.2,,0.0,T,,,2017-03-02,,2,,,,,TORONTO,0.0,,,,,T,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.3,,0.0,,,,2017-03-03,,3,,,,,TORONTO,0.0,,,,T,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.4,T,0.0,,,,2017-03-04,,4,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.5,,0.0,,,,2017-03-05,,5,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.4,,0.0,,,6158350,3,,,6158350.2017.3.6,,0.4,,,,2017-03-06,,6,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.7,,0.0,,,,2017-03-07,,7,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.8,,0.0,,,,2017-03-08,,8,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.9,,0.0,,,,2017-03-09,,9,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.10,,0.0,,,,2017-03-10,,10,,,,,TORONTO,0.0,,,,T,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.11,T,0.0,,,,2017-03-11,,11,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.12,,0.0,,,,2017-03-12,,12,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,1.6,,,6158350,3,,,6158350.2017.3.13,,2.6,,,,2017-03-13,,13,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,1.6,,,6158350,3,,,6158350.2017.3.14,,2.0,,,,2017-03-14,,14,,,,,TORONTO,1.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.15,,0.0,,,,2017-03-15,,15,,,,,TORONTO,2.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.16,T,0.0,,,,2017-03-16,,16,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.17,T,0.0,,,,2017-03-17,,17,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.18,,0.0,T,,,2017-03-18,,18,,,,,TORONTO,0.0,,,,,T,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.19,,0.0,,,,2017-03-19,,19,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.20,,0.0,,,,2017-03-20,,20,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.21,,0.0,,,,2017-03-21,,21,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,2.0,,0.0,,,6158350,3,,,6158350.2017.3.22,,2.0,,,,2017-03-22,,22,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,9.4,,0.0,,,6158350,3,,,6158350.2017.3.23,,9.4,,,,2017-03-23,,23,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,4.2,,0.0,,,6158350,3,,,6158350.2017.3.24,,4.2,,,,2017-03-24,,24,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.25,,0.0,T,,,2017-03-25,,25,,,,,TORONTO,0.0,,,,,T,,ON,
-79.4,43.66666666666666,2017,,4.5,,0.0,,,6158350,3,,,6158350.2017.3.26,,4.5,,,,2017-03-26,,26,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.27,,0.0,T,,,2017-03-27,,27,,,,,TORONTO,0.0,,,,,T,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.28,,0.0,,,,2017-03-28,,28,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,3,,,6158350.2017.3.29,,0.0,,,,2017-03-29,,29,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,11.2,,1.8,,,6158350,3,,,6158350.2017.3.30,,13.0,,,,2017-03-30,,30,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,5.0,,0.0,,,6158350,3,,,6158350.2017.3.31,,5.0,,,,2017-03-31,,31,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.1,,0.0,,,,2017-04-01,,1,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,4.2,,0.0,,,6158350,4,,,6158350.2017.4.2,,4.2,,,,2017-04-02,,2,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,9.6,,0.0,,,6158350,4,,,6158350.2017.4.3,,9.6,,,,2017-04-03,,3,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,4.0,,0.0,,,6158350,4,,,6158350.2017.4.4,,4.0,,,,2017-04-04,,4,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,20.2,,0.0,,,6158350,4,,,6158350.2017.4.5,,20.2,,,,2017-04-05,,5,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,7.6,,0.0,,,6158350,4,,,6158350.2017.4.6,,7.6,,,,2017-04-06,,6,,,,,TORONTO,0.0,,,,T,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.7,T,0.0,,,,2017-04-07,,7,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.8,,0.0,,,,2017-04-08,,8,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.9,,0.0,,,,2017-04-09,,9,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,4.9,,0.0,,,6158350,4,,,6158350.2017.4.10,,4.9,,,,2017-04-10,,10,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,1.0,,0.0,,,6158350,4,,,6158350.2017.4.11,,1.0,,,,2017-04-11,,11,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.12,,0.0,,,,2017-04-12,,12,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.13,,0.0,,,,2017-04-13,,13,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.14,,0.0,,,,2017-04-14,,14,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,5.6,,0.0,,,6158350,4,,,6158350.2017.4.15,,5.6,,,,2017-04-15,,15,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,2.6,,0.0,,,6158350,4,,,6158350.2017.4.16,,2.6,,,,2017-04-16,,16,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.17,,0.0,,,,2017-04-17,,17,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.18,,0.0,,,,2017-04-18,,18,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,19.6,,0.0,,,6158350,4,,,6158350.2017.4.19,,19.6,,,,2017-04-19,,19,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,5.4,,0.0,,,6158350,4,,,6158350.2017.4.20,,5.4,,,,2017-04-20,,20,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.21,,0.0,,,,2017-04-21,,21,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.22,,0.0,,,,2017-04-22,,22,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.23,,0.0,,,,2017-04-23,,23,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,5.0,,0.0,,,6158350,4,,,6158350.2017.4.24,,5.0,,,,2017-04-24,,24,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.25,,0.0,,,,2017-04-25,,25,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,0.0,,0.0,,,6158350,4,,,6158350.2017.4.26,,0.0,,,,2017-04-26,,26,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,,5.6,,0.0,,,6158350,4,,,6158350.2017.4.27,,5.6,,,,2017-04-27,,27,,,,,TORONTO,0.0,,,,,,,ON,
-79.4,43.66666666666666,2017,0.0,,,,16.7,,6158355,1,-0.5,M,6158355.2017.1.1,,0.0,,,,2017-01-01,,1,,,M,1.3,TORONTO CITY,3.0,,,,M,M,3.1,ON,
-79.4,43.66666666666666,2017,0.0,,,,14.9,,6158355,1,0.7,M,6158355.2017.1.2,,0.0,,,,2017-01-02,,2,,,M,3.1,TORONTO CITY,3.0,,,,M,M,5.5,ON,
-79.4,43.66666666666666,2017,0.0,,,,14.4,,6158355,1,2.4,M,6158355.2017.1.3,,11.3,,,,2017-01-03,,3,,,M,3.6,TORONTO CITY,1.0,,,,M,M,4.8,ON,
-79.4,43.66666666666666,2017,0.0,,,,19.9,,6158355,1,-7.6,M,6158355.2017.1.4,,0.6,,,,2017-01-04,,4,,,M,-1.9,TORONTO CITY,,,,,M,M,3.8,ON,
-79.4,43.66666666666666,2017,0.0,,,,25.8,,6158355,1,-10.3,M,6158355.2017.1.5,,0.0,,,,2017-01-05,,5,,,M,-7.8,TORONTO CITY,,,,,M,M,-5.3,ON,
-79.4,43.66666666666666,2017,0.0,,,,26.9,,6158355,1,-11.8,M,6158355.2017.1.6,,0.0,,,,2017-01-06,,6,,,M,-8.9,TORONTO CITY,,,,,M,M,-5.9,ON,
-79.4,43.66666666666666,2017,0.0,,,,27.1,,6158355,1,-11.8,M,6158355.2017.1.7,,0.0,,,,2017-01-07,,7,,,M,-9.1,TORONTO CITY,,,,,M,M,-6.4,ON,
-79.4,43.66666666666666,2017,0.0,,,,27.7,,6158355,1,-11.1,M,6158355.2017.1.8,,0.0,,,,2017-01-08,,8,,,M,-9.7,TORONTO CITY,,,,,M,M,-8.2,ON,
-79.4,43.66666666666666,2017,0.0,,,,22.9,,6158355,1,-8.5,M,6158355.2017.1.9,,0.0,,,,2017-01-09,,9,,,M,-4.9,TORONTO CITY,,,,,M,M,-1.2,ON,
-79.4,43.66666666666666,2017,0.0,,,,15.3,,6158355,1,-1.7,M,6158355.2017.1.10,,18.3,,,,2017-01-10,,10,,,M,2.7,TORONTO CITY,,,,,M,M,7.1,ON,
-79.4,43.66666666666666,2017,0.0,,,,12.9,,6158355,1,1.9,M,6158355.2017.1.11,,4.3,,,,2017-01-11,,11,,,M,5.1,TORONTO CITY,,,,,M,M,8.2,ON,
-79.4,43.66666666666666,2017,0.0,,,,13.6,,6158355,1,-1.0,M,6158355.2017.1.12,,15.6,,,,2017-01-12,,12,,,M,4.4,TORONTO CITY,,,,,M,M,9.8,ON,
-79.4,43.66666666666666,2017,0.0,,,,22.2,,6158355,1,-7.8,M,6158355.2017.1.13,,0.0,,,,2017-01-13,,13,,,M,-4.2,TORONTO CITY,,,,,M,M,-0.6,ON,
-79.4,43.66666666666666,2017,0.0,,,,23.3,,6158355,1,-8.5,M,6158355.2017.1.14,,0.0,,,,2017-01-14,,14,,,M,-5.3,TORONTO CITY,,,,,M,M,-2.1,ON,
-79.4,43.66666666666666,2017,0.0,,,,20.0,,6158355,1,-4.4,M,6158355.2017.1.15,,0.0,,,,2017-01-15,,15,,,M,-2.0,TORONTO CITY,,,,,M,M,0.5,ON,
-79.4,43.66666666666666,2017,0.0,,,,18.2,,6158355,1,-4.0,M,6158355.2017.1.16,,0.0,,,,2017-01-16,,16,,,M,-0.2,TORONTO CITY,,,,,M,M,3.7,ON,
-79.4,43.66666666666666,2017,0.0,,,,16.1,,6158355,1,1.2,M,6158355.2017.1.17,,13.5,,,,2017-01-17,,17,,,M,1.9,TORONTO CITY,,,,,M,M,2.6,ON,
-79.4,43.66666666666666,2017,0.0,,,,14.8,,6158355,1,1.8,M,6158355.2017.1.18,,0.4,,,,2017-01-18,,18,,,M,3.2,TORONTO CITY,,,,,M,M,4.5,ON,
-79.4,43.66666666666666,2017,0.0,,,,14.9,,6158355,1,2.0,M,6158355.2017.1.19,T,0.0,,,,2017-01-19,,19,,,M,3.1,TORONTO CITY,0.0,,,,M,M,4.2,ON,
-79.4,43.66666666666666,2017,0.0,,,,14.9,,6158355,1,1.9,M,6158355.2017.1.20,,0.0,,,,2017-01-20,,20,,,M,3.1,TORONTO CITY,,,,,M,M,4.2,ON,
-79.4,43.66666666666666,2017,0.0,,,,12.9,,6158355,1,3.5,M,6158355.2017.1.21,,0.0,,,,2017-01-21,,21,,,M,5.1,TORONTO CITY,,,,,M,M,6.7,ON,
-79.4,43.66666666666666,2017,0.0,,,,13.8,,6158355,1,2.5,M,6158355.2017.1.22,,0.0,,,,2017-01-22,,22,,,M,4.2,TORONTO CITY,,,,,M,M,5.9,ON,
-79.4,43.66666666666666,2017,0.0,,,,15.2,,6158355,1,1.2,M,6158355.2017.1.23,,0.0,,,,2017-01-23,,23,,,M,2.8,TORONTO CITY,,,,,M,M,4.4,ON,
-79.4,43.66666666666666,2017,0.0,,,,16.9,,6158355,1,0.3,M,6158355.2017.1.24,,0.5,,,,2017-01-24,,24,,,M,1.1,TORONTO CITY,,,,,M,M,1.9,ON,
-79.4,43.66666666666666,2017,0.0,,,,14.6,,6158355,1,1.3,M,6158355.2017.1.25,,2.6,,,,2017-01-25,,25,,,M,3.4,TORONTO CITY,,,,,M,M,5.5,ON,
-79.4,43.66666666666666,2017,0.0,,,,14.8,,6158355,1,1.5,M,6158355.2017.1.26,,2.2,,,,2017-01-26,,26,,,M,3.2,TORONTO CITY,,,,,M,M,4.8,ON,
-79.4,43.66666666666666,2017,0.0,,,,17.1,,6158355,1,-0.3,M,6158355.2017.1.27,,0.3,,,,2017-01-27,,27,,,M,0.9,TORONTO CITY,,,,,M,M,2.1,ON,
-79.4,43.66666666666666,2017,0.0,,,,18.9,,6158355,1,-1.5,M,6158355.2017.1.28,,0.7,,,,2017-01-28,,28,,,M,-0.9,TORONTO CITY,,,,,M,M,-0.2,ON,
-79.4,43.66666666666666,2017,0.0,,,,21.5,,6158355,1,-5.9,M,6158355.2017.1.29,,0.0,,,,2017-01-29,,29,,,M,-3.5,TORONTO CITY,,,,,M,M,-1.0,ON,
